School_Id,Org_Name,Telephone,Fax,Email,Contact,URL,Add1_Line1,Add1_Suburb,Add1_City,Add2_Line1,Add2_Suburb,Add2_City,Add2_Postal_Code,Urban_Rural_Indicator,Org_Type,Definition,Authority,School_Donations,CoEd_Status,KMEPeakBody,Takiwā,Territorial_Authority,Regional_Council,Local_Office_Name,Education_Region,General_Electorate,Māori_Electorate,Statistical_Area_2_Code,Statistical_Area_2_Description,Ward,Latitude,Longitude,Enrolment_Scheme,EQi_Index,Roll_Date,Total,European,Māori,Pacific,Asian,MELAA,Other,International,Isolation_Index,Language_of_Instruction,BoardingFacilities,CohortEntry,Status,DateSchoolOpened,Region
2244,Stratford Primary School,NA,NA,NA,NA,http://stratfordprimary.school.nz/ ,Regan Street ,,Stratford,Regan Street,,Stratford,4332,Small urban area,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Whenua,Stratford District,Taranaki Region,Whanganui Office,"Taranaki, Whanganui, Manawatū",Whanganui,Te Tai Hauāuru,220301,Stratford Central,Stratford Urban General Ward,-39.339603,174.278697,Yes,488,00:00.0,417,336,116,24,18,11,2,0,1.13,All students taught in English/other setting,No,No,Open,1882-01-26 00:00:00.0000000,Taranaki Region
2248,Tawhiti School,NA,NA,NA,NA,http://www.tawhiti.school.nz,Galt Street ,,Hāwera,16 Galt Street,,Hāwera,4610,Small urban area,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Whenua,South Taranaki District,Taranaki Region,Whanganui Office,"Taranaki, Whanganui, Manawatū",Whanganui,Te Tai Hauāuru,221600,Turuturu,Te Hāwera General Ward,-39.581158,174.288885,Yes,473,00:00.0,269,204,133,10,20,3,1,0,1.3,All students taught in English/other setting,No,Yes,Open,00:00.0,Taranaki Region
2251,Tikorangi School,NA,NA,NA,NA,http://www.tikorangi.school.nz,356 Ngatimaru Road ,,Waitara,356 Ngatimaru Road RD 43,,Waitara,4383,Rural other,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Whenua,New Plymouth District,Taranaki Region,Whanganui Office,"Taranaki, Whanganui, Manawatū",Taranaki-King Country,Te Tai Hauāuru,219401,Tikorangi,North General Ward,-39.034255,174.27925,Yes,464,00:00.0,155,123,31,5,1,1,0,0,1.07,All students taught in English/other setting,No,No,Open,1867-01-26 00:00:00.0000000,Taranaki Region
2253,Tokirima School,NA,NA,NA,NA,http://www.tokirima.school.nz,71 Tokirima Road ,Tokirima,Taumarunui,71 Tokirima Road RD 1,,Taumarunui,3991,Rural other,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Whenua,Ruapehu District,Manawatū-Whanganui Region,Hamilton Office,Waikato,Taranaki-King Country,Te Tai Hauāuru,222300,Otangiwai-Ōhura,Ruapehu General Ward,-38.939053,175.012311,No,456,00:00.0,28,25,7,0,0,0,0,0,2.94,All students taught in English/other setting,No,No,Open,00:00.0,Manawatū-Whanganui Region
2254,Toko School,NA,NA,NA,NA,http://www.toko.school.nz,State Highway 43 ,,Stratford,1057 East Road RD 22,,Stratford,4392,Rural other,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Whenua,Stratford District,Taranaki Region,Whanganui Office,"Taranaki, Whanganui, Manawatū",Taranaki-King Country,Te Tai Hauāuru,219900,Douglas,Stratford Rural General Ward,-39.324463,174.407667,Yes,461,00:00.0,105,98,20,0,1,0,2,0,1.31,All students taught in English/other setting,No,No,Open,1893-01-26 00:00:00.0000000,Taranaki Region
2255,Turuturu School,NA,NA,NA,NA,http://www.turuturu.school.nz,194 Glover Road ,,Hāwera,194 Glover Road,,Hāwera,4610,Small urban area,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Whenua,South Taranaki District,Taranaki Region,Whanganui Office,"Taranaki, Whanganui, Manawatū",Whanganui,Te Tai Hauāuru,221301,Hāwera West,Te Hāwera General Ward,-39.572082,174.269433,Yes,466,00:00.0,265,201,88,18,24,6,0,0,1.29,All students taught in English/other setting,No,No,Open,00:00.0,Taranaki Region
2256,Urenui School,NA,NA,NA,NA,http://www.urenui.school.nz,Takiroa Street ,Urenui,New Plymouth,PO Box 240,Urenui,New Plymouth,4349,Rural settlement,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Whenua,New Plymouth District,Taranaki Region,Whanganui Office,"Taranaki, Whanganui, Manawatū",Taranaki-King Country,Te Tai Hauāuru,219401,Tikorangi,North General Ward,-38.99921,174.390118,No,447,00:00.0,94,86,26,0,1,0,0,0,1.16,All students taught in English/other setting,No,No,Open,1876-01-26 00:00:00.0000000,Taranaki Region
2257,Uruti School,NA,NA,NA,NA,https://www.uruti.school.nz/,11 Uruti Road ,,New Plymouth,11 Uruti Road RD 48,,Urenui,4378,Rural other,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Whenua,New Plymouth District,Taranaki Region,Whanganui Office,"Taranaki, Whanganui, Manawatū",Taranaki-King Country,Te Tai Hauāuru,219200,Mount Messenger,North General Ward,-38.944846,174.52966,No,472,00:00.0,7,3,4,0,0,0,0,0,1.36,All students taught in English/other setting,No,No,Open,1898-10-01 00:00:00.0000000,Taranaki Region
2258,Vogeltown School,NA,NA,NA,NA,http://www.vogeltown.school.nz,37 Huatoki Street ,Vogeltown,New Plymouth,37 Huatoki Street,Vogeltown,New Plymouth,4310,Large urban area,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Whenua,New Plymouth District,Taranaki Region,Whanganui Office,"Taranaki, Whanganui, Manawatū",New Plymouth,Te Tai Hauāuru,218600,Upper Vogeltown,Kaitake-Ngāmotu General Ward,-39.079676,174.077899,Yes,447,00:00.0,314,232,49,6,18,20,0,0,0.93,All students taught in English/other setting,No,Yes,Open,00:00.0,Taranaki Region
2260,Waitara Central School,NA,NA,NA,NA,,12 Cracroft Street ,,Waitara,PO Box 218,,Waitara,4346,Small urban area,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Whenua,New Plymouth District,Taranaki Region,Whanganui Office,"Taranaki, Whanganui, Manawatū",New Plymouth,Te Tai Hauāuru,218500,Waitara West,North General Ward,-39.004424,174.233298,No,535,00:00.0,152,84,111,7,3,0,3,0,0.98,All students taught in English/other setting,No,No,Open,1858-11-17 00:00:00.0000000,Taranaki Region
2261,Waitara East School,NA,NA,NA,NA,http://www.waitaraeast.school.nz,Richmond Street ,,Waitara,PO Box 106,,Waitara,4346,Small urban area,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Whenua,New Plymouth District,Taranaki Region,Whanganui Office,"Taranaki, Whanganui, Manawatū",New Plymouth,Te Tai Hauāuru,218901,Waitara East,North General Ward,-38.99398,174.243855,No,532,00:00.0,189,53,154,8,1,1,0,0,1,Some students taught in te reo Māori,No,No,Open,00:00.0,Taranaki Region
2262,Waitoriki School,NA,NA,NA,NA,,364 Lincoln Road ,,Inglewood,364 Lincoln Road RD 9,,Inglewood,4389,Rural other,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Whenua,New Plymouth District,Taranaki Region,Whanganui Office,"Taranaki, Whanganui, Manawatū",Taranaki-King Country,Te Tai Hauāuru,219501,Everett Park,Kōhanga Moa General Ward,-39.134058,174.244445,Yes,458,00:00.0,29,24,12,2,2,0,0,0,1.18,All students taught in English/other setting,No,No,Open,1880-01-26 00:00:00.0000000,Taranaki Region
2264,Welbourn School,NA,NA,NA,NA,http://www.welbourn.school.nz/,Arawa Street ,,New Plymouth,Arawa Street,Welbourn,New Plymouth,4312,Large urban area,Contributing,,State,Donations may be requested,Co-Educational,,Te Tai Whenua,New Plymouth District,Taranaki Region,Whanganui Office,"Taranaki, Whanganui, Manawatū",New Plymouth,Te Tai Hauāuru,218301,Welbourn,Kaitake-Ngāmotu General Ward,-39.072168,174.092675,Yes,425,00:00.0,316,257,60,12,33,17,5,0,0.94,All students taught in English/other setting,No,No,Open,00:00.0,Taranaki Region
2265,West End Te Kura O Morere,NA,NA,NA,NA,http://www.westendnp.school.nz,Bonithon Avenue ,,New Plymouth,Bonithon Avenue,Moturoa,New Plymouth,4310,Large urban area,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Whenua,New Plymouth District,Taranaki Region,Whanganui Office,"Taranaki, Whanganui, Manawatū",New Plymouth,Te Tai Hauāuru,216600,Moturoa,Kaitake-Ngāmotu General Ward,-39.062198,174.055625,No,462,00:00.0,212,121,64,13,38,7,0,0,0.94,All students taught in English/other setting,No,No,Open,1884-01-26 00:00:00.0000000,Taranaki Region
2266,Westown School,NA,NA,NA,NA,http://www.westown.school.nz,Sanders Avenue ,,New Plymouth,PO Box 5056,Westown,New Plymouth,4343,Large urban area,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Whenua,New Plymouth District,Taranaki Region,Whanganui Office,"Taranaki, Whanganui, Manawatū",New Plymouth,Te Tai Hauāuru,217400,Westown,Kaitake-Ngāmotu General Ward,-39.072672,174.063478,No,533,00:00.0,157,85,78,19,20,2,4,0,0.94,All students taught in English/other setting,No,No,Open,00:00.0,Taranaki Region
2267,Whareorino School,NA,NA,NA,NA,https://whareorino.school.nz/,8 Waikawau Beach Road ,Awakino,North Taranaki,Private Bag 19,Mokau,North Taranaki,4350,Rural other,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Whenua,Waitomo District,Waikato Region,Whanganui Office,"Taranaki, Whanganui, Manawatū",Taranaki-King Country,Te Tai Hauāuru,187000,Herangi,Waitomo Rural Ward,-38.471893,174.679813,No,525,00:00.0,8,5,5,0,0,0,0,0,2.43,All students taught in English/other setting,No,No,Open,1858-11-17 00:00:00.0000000,Waikato Region
2268,Woodleigh School,NA,NA,NA,NA,http://www.woodleigh.school.nz,85 Brois Street ,,New Plymouth,85 Brois Street,Frankleigh Park,New Plymouth,4310,Large urban area,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Whenua,New Plymouth District,Taranaki Region,Whanganui Office,"Taranaki, Whanganui, Manawatū",New Plymouth,Te Tai Hauāuru,218001,Frankleigh Park,Kaitake-Ngāmotu General Ward,-39.081566,174.066036,Yes,437,00:00.0,394,329,83,16,46,13,1,0,0.96,All students taught in English/other setting,No,No,Open,00:00.0,Taranaki Region
2330,Aberfeldy School,NA,NA,NA,NA,http://www.aberfeldy.school.nz/,Parapara Highway ,,Whanganui,Parapara Road RD 3,,Whanganui,4573,Rural other,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Whenua,Whanganui District,Manawatū-Whanganui Region,Whanganui Office,"Taranaki, Whanganui, Manawatū",Whanganui,Te Tai Hauāuru,223300,Upper Whanganui,Area Outside Ward,-39.787142,175.261857,No,568,00:00.0,11,8,5,1,0,0,0,0,0.92,All students taught in English/other setting,No,No,Open,00:00.0,Manawatū-Whanganui Region
2332,Aokautere School,NA,NA,NA,NA,http://www.aokautere.school.nz,Fitzherbert East Road ,Aokautere,Palmerston North,169 Fitzherbert East Road RD 1,,Palmerston North,4471,Large urban area,Contributing,,State,Donations may be requested,Co-Educational,,Te Tai Whenua,Palmerston North City,Manawatū-Whanganui Region,Whanganui Office,"Taranaki, Whanganui, Manawatū",Rangitīkei,Te Tai Hauāuru,232400,Aokautere,Te Hirawanui General Ward,-40.363624,175.66447,Yes,393,00:00.0,139,123,19,1,19,3,0,0,0.2,All students taught in English/other setting,No,No,Open,1888-01-26 00:00:00.0000000,Manawatū-Whanganui Region
2333,Apiti School,NA,NA,NA,NA,http://www.apiti.school.nz,11 Bryce Street ,,Apiti,11 Bryce Street RD 1,,Apiti,4771,Rural other,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Whenua,Manawatu District,Manawatū-Whanganui Region,Whanganui Office,"Taranaki, Whanganui, Manawatū",Rangitīkei,Te Tai Hauāuru,227600,Pohangina-Apiti,Manawatū Rural General Ward,-39.972505,175.873405,No,488,00:00.0,11,11,0,0,0,0,0,0,1.14,All students taught in English/other setting,No,No,Open,1892-01-26 00:00:00.0000000,Manawatū-Whanganui Region
