"Year","Age","Ethnic","Sex","count"
2006,15,"Other","Male",11586
2006,15,"Other","Female",9141
2006,15,"Not Elsewhere Included","Male",6357
2006,15,"Not Elsewhere Included","Female",6009
2006,20,"European","Male",79131
2006,20,"European","Female",84198
2006,20,"Maori","Male",20379
2006,20,"Maori","Female",22482
2006,20,"Pacific Peoples","Male",10110
2006,20,"Pacific Peoples","Female",10824
2006,20,"Asian","Male",23943
2006,20,"Asian","Female",24753
2006,20,"MELAA","Male",2307
2006,20,"MELAA","Female",2007
2006,20,"Other","Male",11091
2006,20,"Other","Female",9369
2006,20,"Not Elsewhere Included","Male",7914
2006,20,"Not Elsewhere Included","Female",7155
2006,25,"European","Male",70728
2006,25,"European","Female",78792
2006,25,"Maori","Male",17640
2006,25,"Maori","Female",20589
2006,25,"Pacific Peoples","Male",9021
2006,25,"Pacific Peoples","Female",10116
2006,25,"Asian","Male",16431
2006,25,"Asian","Female",18105
2006,25,"MELAA","Male",1920
2006,25,"MELAA","Female",1854
2006,25,"Other","Male",12336
2006,25,"Other","Female",10953
2006,25,"Not Elsewhere Included","Male",6987
2006,25,"Not Elsewhere Included","Female",6435
2006,30,"European","Male",81513
2006,30,"European","Female",94245
2006,30,"Maori","Male",18144
2006,30,"Maori","Female",21441
2006,30,"Pacific Peoples","Male",8772
2006,30,"Pacific Peoples","Female",9531
2006,30,"Asian","Male",12918
2006,30,"Asian","Female",16503
2006,30,"MELAA","Male",1836
2006,30,"MELAA","Female",1737
2006,30,"Other","Male",16863
2006,30,"Other","Female",15048
2006,30,"Not Elsewhere Included","Male",6852
2006,30,"Not Elsewhere Included","Female",6228
2006,35,"European","Male",89640
2006,35,"European","Female",101553
2006,35,"Maori","Male",17856
2006,35,"Maori","Female",20832
2006,35,"Pacific Peoples","Male",8658
2006,35,"Pacific Peoples","Female",9582
2006,35,"Asian","Male",12888
2006,35,"Asian","Female",17352
2006,35,"MELAA","Male",1839
2006,35,"MELAA","Female",1500
2006,35,"Other","Male",19116
2006,35,"Other","Female",17076
2006,35,"Not Elsewhere Included","Male",6933
2006,35,"Not Elsewhere Included","Female",6372
2006,40,"European","Male",95139
2006,40,"European","Female",104505
2006,40,"Maori","Male",17403
2006,40,"Maori","Female",19950
2006,40,"Pacific Peoples","Male",7824
2006,40,"Pacific Peoples","Female",8397
2006,40,"Asian","Male",14196
2006,40,"Asian","Female",17397
2006,40,"MELAA","Male",1485
2006,40,"MELAA","Female",1302
2006,40,"Other","Male",20103
2006,40,"Other","Female",18720
2006,40,"Not Elsewhere Included","Male",6879
2006,40,"Not Elsewhere Included","Female",6303
2006,45,"European","Male",92859
2006,45,"European","Female",99195
2006,45,"Maori","Male",15024
2006,45,"Maori","Female",16959
2006,45,"Pacific Peoples","Male",6201
2006,45,"Pacific Peoples","Female",6621
2006,45,"Asian","Male",11790
2006,45,"Asian","Female",13908
2006,45,"MELAA","Male",1152
2006,45,"MELAA","Female",999
2006,45,"Other","Male",20184
2006,45,"Other","Female",18570
2006,45,"Not Elsewhere Included","Male",6273
2006,45,"Not Elsewhere Included","Female",6162
2006,50,"European","Male",83340
2006,50,"European","Female",87744
2006,50,"Maori","Male",11622
2006,50,"Maori","Female",12645
2006,50,"Pacific Peoples","Male",5034
2006,50,"Pacific Peoples","Female",5109
2006,50,"Asian","Male",8811
2006,50,"Asian","Female",10077
2006,50,"MELAA","Male",777
2006,50,"MELAA","Female",759
2006,50,"Other","Male",18309
2006,50,"Other","Female",17433
2006,50,"Not Elsewhere Included","Male",5385
2006,50,"Not Elsewhere Included","Female",5388
2006,55,"European","Male",82170
2006,55,"European","Female",86313
2006,55,"Maori","Male",8889
2006,55,"Maori","Female",9786
2006,55,"Pacific Peoples","Male",3762
2006,55,"Pacific Peoples","Female",3939
2006,55,"Asian","Male",6414
2006,55,"Asian","Female",7308
2006,55,"MELAA","Male",543
2006,55,"MELAA","Female",480
2006,55,"Other","Male",17481
2006,55,"Other","Female",16740
2006,55,"Not Elsewhere Included","Male",5067
2006,55,"Not Elsewhere Included","Female",5088
2006,60,"European","Male",66678
2006,60,"European","Female",70440
2006,60,"Maori","Male",6120
2006,60,"Maori","Female",6738
2006,60,"Pacific Peoples","Male",2712
2006,60,"Pacific Peoples","Female",2934
2006,60,"Asian","Male",4377
2006,60,"Asian","Female",5130
2006,60,"MELAA","Male",324
2006,60,"MELAA","Female",333
2006,60,"Other","Male",12771
2006,60,"Other","Female",12051
2006,60,"Not Elsewhere Included","Male",3963
2006,60,"Not Elsewhere Included","Female",4110
2006,65,"European","Male",56244
2006,65,"European","Female",60027
2006,65,"Maori","Male",4863
2006,65,"Maori","Female",5331
2006,65,"Pacific Peoples","Male",2037
2006,65,"Pacific Peoples","Female",2340
2006,65,"Asian","Male",3852
2006,65,"Asian","Female",4125
2006,65,"MELAA","Male",183
2006,65,"MELAA","Female",246
2006,65,"Other","Male",9369
2006,65,"Other","Female",8859
2006,65,"Not Elsewhere Included","Male",3339
2006,65,"Not Elsewhere Included","Female",3495
2006,70,"European","Male",45033
2006,70,"European","Female",49707
2006,70,"Maori","Male",3045
2006,70,"Maori","Female",3483
2006,70,"Pacific Peoples","Male",1191
2006,70,"Pacific Peoples","Female",1578
2006,70,"Asian","Male",2538
2006,70,"Asian","Female",2601
2006,70,"MELAA","Male",144
2006,70,"MELAA","Female",171
2006,70,"Other","Male",6093
2006,70,"Other","Female",5664
2006,70,"Not Elsewhere Included","Male",2463
2006,70,"Not Elsewhere Included","Female",2586
2006,75,"European","Male",39423
2006,75,"European","Female",46728
2006,75,"Maori","Male",1623
2006,75,"Maori","Female",2199
2006,75,"Pacific Peoples","Male",744
2006,75,"Pacific Peoples","Female",1005
2006,75,"Asian","Male",1299
2006,75,"Asian","Female",1437
2006,75,"MELAA","Male",99
2006,75,"MELAA","Female",93
2006,75,"Other","Male",3774
2006,75,"Other","Female",4020
2006,75,"Not Elsewhere Included","Male",1962
2006,75,"Not Elsewhere Included","Female",2253
2006,80,"European","Male",25464
2006,80,"European","Female",37719
2006,80,"Maori","Male",693
2006,80,"Maori","Female",1071
2006,80,"Pacific Peoples","Male",330
2006,80,"Pacific Peoples","Female",570
2006,80,"Asian","Male",564
2006,80,"Asian","Female",777
2006,80,"MELAA","Male",45
2006,80,"MELAA","Female",69
2006,80,"Other","Male",1830
2006,80,"Other","Female",2652
2006,80,"Not Elsewhere Included","Male",1281
2006,80,"Not Elsewhere Included","Female",1665
2006,85,"European","Male",11406
2006,85,"European","Female",22413
2006,85,"Maori","Male",204
2006,85,"Maori","Female",429
2006,85,"Pacific Peoples","Male",108
2006,85,"Pacific Peoples","Female",237
2006,85,"Asian","Male",216
2006,85,"Asian","Female",345
2006,85,"MELAA","Male",9
2006,85,"MELAA","Female",21
2006,85,"Other","Male",648
2006,85,"Other","Female",1428
2006,85,"Not Elsewhere Included","Male",579
2006,85,"Not Elsewhere Included","Female",951
2006,90,"European","Male",3564
2006,90,"European","Female",9648
2006,90,"Maori","Male",57
2006,90,"Maori","Female",132
2006,90,"Pacific Peoples","Male",18
2006,90,"Pacific Peoples","Female",78
2006,90,"Asian","Male",51
2006,90,"Asian","Female",120
2006,90,"MELAA","Male",6
2006,90,"MELAA","Female",9
2006,90,"Other","Male",186
2006,90,"Other","Female",585
2006,90,"Not Elsewhere Included","Male",180
2006,90,"Not Elsewhere Included","Female",372
2006,95,"European","Male",615
2006,95,"European","Female",2253
2006,95,"Maori","Male",12
2006,95,"Maori","Female",42
2006,95,"Pacific Peoples","Male",6
2006,95,"Pacific Peoples","Female",21
2006,95,"Asian","Male",18
2006,95,"Asian","Female",39
2006,95,"MELAA","Male",3
2006,95,"MELAA","Female",3
2006,95,"Other","Male",30
2006,95,"Other","Female",141
2006,95,"Not Elsewhere Included","Male",42
2006,95,"Not Elsewhere Included","Female",78
2006,100,"European","Male",102
2006,100,"European","Female",369
2006,100,"Maori","Male",3
2006,100,"Maori","Female",9
2006,100,"Pacific Peoples","Male",3
2006,100,"Pacific Peoples","Female",6
2006,100,"Asian","Male",15
2006,100,"Asian","Female",12
2006,100,"MELAA","Male",0
2006,100,"MELAA","Female",3
2006,100,"Other","Male",9
2006,100,"Other","Female",21
2006,100,"Not Elsewhere Included","Male",6
2006,100,"Not Elsewhere Included","Female",12
2006,0,"New Zealander","Male",13434
2006,0,"New Zealander","Female",12999
2006,0,"Other NEC","Male",63
2006,0,"Other NEC","Female",48
2006,5,"New Zealander","Male",14496
2006,5,"New Zealander","Female",13530
2006,5,"Other NEC","Male",66
2006,5,"Other NEC","Female",87
2006,10,"New Zealander","Male",14187
2006,10,"New Zealander","Female",12930
2006,10,"Other NEC","Male",69
2006,10,"Other NEC","Female",60
2006,15,"New Zealander","Male",11520
2006,15,"New Zealander","Female",9081
2006,15,"Other NEC","Male",66
2006,15,"Other NEC","Female",63
2006,20,"New Zealander","Male",11019
2006,20,"New Zealander","Female",9297
2006,20,"Other NEC","Male",72
2006,20,"Other NEC","Female",75
2006,25,"New Zealander","Male",12255
2006,25,"New Zealander","Female",10881
2006,25,"Other NEC","Male",81
2006,25,"Other NEC","Female",75
2006,30,"New Zealander","Male",16794
2006,30,"New Zealander","Female",14979
2006,30,"Other NEC","Male",72
2006,30,"Other NEC","Female",72
2006,35,"New Zealander","Male",19047
2006,35,"New Zealander","Female",17007
2006,35,"Other NEC","Male",72
2006,35,"Other NEC","Female",72
2006,40,"New Zealander","Male",20019
2006,40,"New Zealander","Female",18648
2006,40,"Other NEC","Male",84
2006,40,"Other NEC","Female",72
2006,45,"New Zealander","Male",20136
2006,45,"New Zealander","Female",18522
2006,45,"Other NEC","Male",51
2006,45,"Other NEC","Female",48
2006,50,"New Zealander","Male",18267
2006,50,"New Zealander","Female",17394
2006,50,"Other NEC","Male",42
2006,50,"Other NEC","Female",42
2006,55,"New Zealander","Male",17451
2006,55,"New Zealander","Female",16701
2006,55,"Other NEC","Male",33
2006,55,"Other NEC","Female",42
2006,60,"New Zealander","Male",12753
2006,60,"New Zealander","Female",12033
2006,60,"Other NEC","Male",21
2006,60,"Other NEC","Female",18
2006,65,"New Zealander","Male",9354
2006,65,"New Zealander","Female",8847
2006,65,"Other NEC","Male",18
2006,65,"Other NEC","Female",9
2006,70,"New Zealander","Male",6087
2006,70,"New Zealander","Female",5658
2006,70,"Other NEC","Male",6
2006,70,"Other NEC","Female",6
2006,75,"New Zealander","Male",3771
2006,75,"New Zealander","Female",4017
2006,75,"Other NEC","Male",3
2006,75,"Other NEC","Female",3
2006,80,"New Zealander","Male",1827
2006,80,"New Zealander","Female",2649
2006,80,"Other NEC","Male",3
2006,80,"Other NEC","Female",0
2006,85,"New Zealander","Male",648
2006,85,"New Zealander","Female",1425
2006,85,"Other NEC","Male",3
2006,85,"Other NEC","Female",3
2006,90,"New Zealander","Male",186
2006,90,"New Zealander","Female",585
2006,90,"Other NEC","Male",0
2006,90,"Other NEC","Female",0
2006,95,"New Zealander","Male",30
2006,95,"New Zealander","Female",141
2006,95,"Other NEC","Male",0
2006,95,"Other NEC","Female",0
2006,100,"New Zealander","Male",9
2006,100,"New Zealander","Female",21
2006,100,"Other NEC","Male",0
2006,100,"Other NEC","Female",0
